timestamp col1 col2 col3 col4 col5 col6 col7 col8 col9 col10 col11 col12 col13 col14 col15
"2025-10-04 12:09:13.328456" 480 INFO 65.85 US 87 Yes ServiceC 3916 Active 10.8 1 Medium 892 UDP Failure
"2025-10-04 12:10:13.328456" 742 WARN 77.46 APAC 736 Yes ServiceA 1119 Active 470.1 0 High 661 UDP Failure
"2025-10-04 12:11:13.328456" 257 ERROR 59.45 US 418 No ServiceB 2249 Active 209.3 1 High 534 UDP Success
"2025-10-04 12:12:13.328456" 408 WARN 54.98 EU 503 Yes ServiceB 3616 Active 312.0 1 High 543 TCP Failure
"2025-10-04 12:13:13.328456" 517 WARN 6.19 APAC 301 No ServiceC 3432 Active 106.1 1 Medium 859 TCP Success
"2025-10-04 12:14:13.328456" 742 INFO 82.48 EU 324 Yes ServiceC 1152 Active 270.7 1 High 566 UDP Failure
"2025-10-04 12:15:13.328456" 381 ERROR 73.41 US 455 Yes ServiceC 4507 Inactive 67.8 1 High 423 TCP Success
"2025-10-04 12:16:13.328456" 941 ERROR 7.69 EU 164 Yes ServiceA 3833 Inactive 305.2 0 Medium 646 UDP Success
"2025-10-04 12:17:13.328456" 338 WARN 15.61 EU 937 No ServiceA 3905 Active 225.2 1 Low 812 UDP Failure
"2025-10-04 12:18:13.328456" 266 WARN 72.15 US 764 No ServiceC 4088 Active 340.7 0 Medium 831 TCP Success
"2025-10-04 12:19:13.328456" 579 ERROR 1.09 US 584 No ServiceC 3635 Inactive 165.2 0 Medium 503 TCP Success
"2025-10-04 12:20:13.328456" 681 INFO 22.77 APAC 546 Yes ServiceC 1611 Inactive 201.9 1 Low 443 TCP Failure
"2025-10-04 12:21:13.328456" 480 INFO 65.68 US 314 No ServiceA 3662 Inactive 258.0 0 Low 705 UDP Failure
"2025-10-04 12:22:13.328456" 811 INFO 83.43 US 140 Yes ServiceA 2339 Active 361.7 1 Low 690 UDP Success
"2025-10-04 12:23:13.328456" 764 WARN 12.44 US 305 Yes ServiceB 3971 Active 481.7 1 Medium 427 TCP Failure
"2025-10-04 12:24:13.328456" 124 ERROR 31.87 EU 618 Yes ServiceB 3404 Inactive 243.6 0 Medium 414 UDP Failure
"2025-10-04 12:25:13.328456" 342 ERROR 67.16 EU 827 Yes ServiceC 2510 Inactive 265.5 1 Low 817 TCP Failure
"2025-10-04 12:26:13.328456" 793 INFO 33.83 APAC 4 No ServiceC 2378 Inactive 498.1 1 Low 282 TCP Success
"2025-10-04 12:27:13.328456" 608 INFO 2.82 US 705 Yes ServiceB 1446 Active 390.3 1 High 261 UDP Failure
"2025-10-04 12:28:13.328456" 409 ERROR 17.09 US 461 Yes ServiceC 2800 Active 136.3 1 Medium 221 UDP Success
"2025-10-04 12:29:13.328456" 821 ERROR 46.52 APAC 791 No ServiceC 4368 Active 360.8 0 Medium 370 TCP Success
"2025-10-04 12:30:13.328456" 616 INFO 78.02 EU 693 No ServiceC 4357 Active 191.8 0 Low 370 TCP Success
"2025-10-04 12:31:13.328456" 708 WARN 39.71 US 3 No ServiceB 2094 Active 284.4 1 Low 799 UDP Success
"2025-10-04 12:32:13.328456" 665 WARN 69.57 APAC 334 Yes ServiceC 2340 Inactive 409.2 1 Medium 677 TCP Success
"2025-10-04 12:33:13.328456" 650 INFO 68.86 APAC 95 Yes ServiceB 2459 Active 237.7 0 Medium 569 TCP Success
"2025-10-04 12:34:13.328456" 813 ERROR 16.7 EU 964 No ServiceA 4934 Active 204.9 0 Medium 681 TCP Success
"2025-10-04 12:35:13.328456" 557 INFO 87.18 US 97 Yes ServiceA 2313 Inactive 473.4 0 Low 212 TCP Failure
"2025-10-04 12:36:13.328456" 982 WARN 80.53 EU 457 No ServiceC 4617 Active 301.2 0 Medium 576 UDP Success
"2025-10-04 12:37:13.328456" 326 ERROR 36.68 APAC 137 No ServiceB 4998 Active 482.6 1 Low 679 TCP Success
"2025-10-04 12:38:13.328456" 264 INFO 38.26 APAC 732 Yes ServiceB 1435 Inactive 402.4 0 Low 787 TCP Success
"2025-10-04 12:39:13.328456" 272 WARN 26.46 US 982 Yes ServiceC 3497 Active 407.3 0 Low 460 TCP Failure
"2025-10-04 12:40:13.328456" 131 INFO 93.42 APAC 760 Yes ServiceA 3638 Active 316.7 1 Low 502 TCP Failure
"2025-10-04 12:41:13.328456" 187 ERROR 61.19 APAC 526 No ServiceA 1633 Active 276.0 1 Medium 790 TCP Failure
"2025-10-04 12:42:13.328456" 436 WARN 75.35 US 352 Yes ServiceC 4824 Inactive 462.6 0 Low 754 UDP Success
"2025-10-04 12:43:13.328456" 401 WARN 59.4 EU 32 Yes ServiceA 1069 Active 250.8 1 Medium 254 UDP Success
"2025-10-04 12:44:13.328456" 366 ERROR 11.16 US 511 Yes ServiceB 3263 Inactive 254.3 0 Low 707 UDP Success
"2025-10-04 12:45:13.328456" 401 INFO 36.04 US 434 No ServiceB 2903 Inactive 367.9 0 Medium 493 UDP Success
"2025-10-04 12:46:13.328456" 278 WARN 94.26 APAC 400 Yes ServiceB 2358 Inactive 13.3 0 Medium 678 UDP Failure
"2025-10-04 12:47:13.328456" 264 WARN 83.72 APAC 895 Yes ServiceA 4787 Inactive 131.5 0 Medium 623 TCP Failure
"2025-10-04 12:48:13.328456" 443 ERROR 81.2 US 810 Yes ServiceA 1269 Active 14.6 1 High 690 TCP Success
"2025-10-04 12:49:13.328456" 666 WARN 85.57 US 419 Yes ServiceA 4621 Inactive 183.6 1 Medium 804 UDP Success
"2025-10-04 12:50:13.328456" 319 INFO 52.18 US 954 Yes ServiceA 4723 Active 38.6 1 Low 270 UDP Failure
"2025-10-04 12:51:13.328456" 901 ERROR 21.12 EU 943 No ServiceB 2082 Active 411.2 1 Low 718 TCP Success
"2025-10-04 12:52:13.328456" 484 INFO 74.07 APAC 434 Yes ServiceC 4321 Inactive 286.1 1 Medium 204 UDP Failure
"2025-10-04 12:53:13.328456" 330 WARN 55.37 EU 315 Yes ServiceA 1411 Active 413.0 1 Low 554 TCP Success
"2025-10-04 12:54:13.328456" 628 WARN 2.55 US 573 No ServiceB 1976 Inactive 484.5 1 Low 226 TCP Success
"2025-10-04 12:55:13.328456" 224 INFO 84.37 APAC 568 No ServiceC 3268 Active 499.8 1 High 297 TCP Success
"2025-10-04 12:56:13.328456" 837 ERROR 35.38 EU 99 Yes ServiceB 4844 Active 259.9 0 Low 495 TCP Success
"2025-10-04 12:57:13.328456" 619 ERROR 49.53 APAC 629 No ServiceB 3429 Active 292.2 0 Low 388 UDP Success
"2025-10-04 12:58:13.328456" 235 INFO 57.69 EU 274 No ServiceA 2198 Inactive 191.1 1 High 613 UDP Failure
"2025-10-04 12:59:13.328456" 475 ERROR 25.34 EU 907 No ServiceC 1767 Inactive 200.4 0 Medium 735 UDP Failure
"2025-10-04 13:00:13.328456" 206 INFO 74.99 EU 840 Yes ServiceB 4389 Inactive 248.8 0 High 299 UDP Success
"2025-10-04 13:01:13.328456" 246 INFO 47.19 US 721 No ServiceB 1012 Inactive 242.1 1 High 569 TCP Success
"2025-10-04 13:02:13.328456" 147 ERROR 73.27 APAC 594 No ServiceB 2013 Inactive 125.8 0 Low 889 UDP Success
"2025-10-04 13:03:13.328456" 424 INFO 9.89 APAC 177 No ServiceA 3513 Active 120.6 0 Medium 259 TCP Success
"2025-10-04 13:04:13.328456" 921 INFO 71.53 US 266 Yes ServiceC 3565 Active 468.4 1 Low 572 UDP Failure
"2025-10-04 13:05:13.328456" 552 WARN 14.06 EU 357 Yes ServiceC 3900 Active 279.6 0 Low 546 UDP Failure
"2025-10-04 13:06:13.328456" 427 ERROR 96.05 APAC 821 Yes ServiceA 4079 Inactive 143.4 0 Medium 287 UDP Success
"2025-10-04 13:07:13.328456" 788 INFO 7.45 EU 538 No ServiceB 1332 Active 186.8 1 Low 479 UDP Failure
"2025-10-04 13:08:13.328456" 239 ERROR 72.97 US 393 No ServiceC 3104 Active 18.8 0 High 883 TCP Failure
"2025-10-04 13:09:13.328456" 413 WARN 91.86 EU 341 Yes ServiceB 4272 Inactive 326.3 1 High 559 TCP Success
"2025-10-04 13:10:13.328456" 822 WARN 78.2 US 675 No ServiceA 2961 Active 20.6 0 Medium 250 TCP Failure
"2025-10-04 13:11:13.328456" 271 WARN 88.0 APAC 930 Yes ServiceB 2664 Inactive 198.0 0 Medium 241 UDP Success
"2025-10-04 13:12:13.328456" 984 INFO 74.44 US 150 Yes ServiceC 4643 Active 267.5 0 Low 603 UDP Failure
"2025-10-04 13:13:13.328456" 123 WARN 69.11 APAC 219 Yes ServiceC 1718 Active 24.8 0 High 450 TCP Success
"2025-10-04 13:14:13.328456" 341 INFO 44.74 US 989 No ServiceA 4567 Inactive 391.6 1 Medium 701 UDP Success
"2025-10-04 13:15:13.328456" 700 WARN 32.65 US 243 No ServiceA 3878 Inactive 374.8 1 High 883 UDP Failure
"2025-10-04 13:16:13.328456" 182 ERROR 92.08 APAC 808 Yes ServiceA 3888 Inactive 25.9 1 Medium 607 UDP Failure
"2025-10-04 13:17:13.328456" 922 ERROR 32.18 APAC 529 No ServiceB 3734 Active 108.6 0 High 677 UDP Failure
"2025-10-04 13:18:13.328456" 309 WARN 99.72 EU 830 Yes ServiceB 1317 Active 388.6 1 Medium 393 UDP Failure
"2025-10-04 13:19:13.328456" 780 INFO 24.48 APAC 765 Yes ServiceA 3448 Inactive 28.8 1 High 735 UDP Failure
"2025-10-04 13:20:13.328456" 315 ERROR 88.43 EU 238 Yes ServiceA 3612 Inactive 308.7 0 High 426 UDP Failure
"2025-10-04 13:21:13.328456" 525 ERROR 24.8 EU 86 Yes ServiceA 4986 Inactive 141.6 1 High 715 UDP Failure
"2025-10-04 13:22:13.328456" 794 WARN 39.27 US 840 Yes ServiceB 1977 Active 422.9 1 Low 459 TCP Failure
"2025-10-04 13:23:13.328456" 498 INFO 59.31 EU 931 No ServiceB 1550 Active 36.8 1 Medium 282 UDP Success
"2025-10-04 13:24:13.328456" 272 WARN 76.94 US 941 Yes ServiceC 2385 Inactive 285.1 0 High 291 UDP Success
"2025-10-04 13:25:13.328456" 979 INFO 87.98 US 1 Yes ServiceA 3242 Active 225.1 1 High 372 TCP Failure
"2025-10-04 13:26:13.328456" 325 INFO 15.14 APAC 48 Yes ServiceB 2198 Active 241.4 0 Medium 672 TCP Success
"2025-10-04 13:27:13.328456" 871 ERROR 45.04 APAC 530 No ServiceC 3508 Inactive 400.7 1 Low 646 UDP Success
"2025-10-04 13:28:13.328456" 129 ERROR 32.71 APAC 497 Yes ServiceB 4599 Inactive 261.7 1 High 266 TCP Success
"2025-10-04 13:29:13.328456" 770 WARN 19.73 APAC 577 No ServiceB 1408 Active 476.3 0 Medium 437 UDP Failure
"2025-10-04 13:30:13.328456" 879 INFO 97.52 US 609 Yes ServiceC 3022 Inactive 13.8 0 Low 600 UDP Success
"2025-10-04 13:31:13.328456" 886 INFO 7.9 US 812 No ServiceA 3456 Active 341.8 0 Low 737 UDP Failure
"2025-10-04 13:32:13.328456" 495 ERROR 34.21 APAC 353 No ServiceA 2239 Active 426.0 0 Medium 880 TCP Success
"2025-10-04 13:33:13.328456" 801 INFO 3.46 EU 15 No ServiceA 3334 Active 182.4 0 Medium 844 UDP Failure
"2025-10-04 13:34:13.328456" 970 WARN 24.22 EU 139 Yes ServiceA 2328 Inactive 352.4 1 Medium 725 UDP Failure
"2025-10-04 13:35:13.328456" 962 WARN 94.77 EU 182 Yes ServiceA 4555 Inactive 96.1 1 Medium 413 UDP Success
"2025-10-04 13:36:13.328456" 669 WARN 13.63 EU 537 No ServiceC 3310 Active 10.2 1 Medium 733 UDP Failure
"2025-10-04 13:37:13.328456" 495 WARN 43.11 APAC 151 No ServiceB 3391 Active 200.5 1 High 465 UDP Success
"2025-10-04 13:38:13.328456" 260 ERROR 42.45 US 229 No ServiceC 4821 Active 377.8 1 Medium 385 TCP Success
"2025-10-04 13:39:13.328456" 756 WARN 93.66 EU 717 Yes ServiceB 1024 Inactive 254.9 0 Low 244 TCP Success
"2025-10-04 13:40:13.328456" 493 ERROR 87.68 US 435 Yes ServiceB 4274 Active 169.1 0 High 232 UDP Failure
"2025-10-04 13:41:13.328456" 795 INFO 60.22 EU 950 Yes ServiceA 4853 Active 19.2 1 Low 605 TCP Failure
"2025-10-04 13:42:13.328456" 552 ERROR 78.85 EU 233 Yes ServiceA 4813 Inactive 316.0 0 Medium 329 TCP Success
"2025-10-04 13:43:13.328456" 955 WARN 80.18 US 994 No ServiceB 2790 Inactive 375.7 1 Low 792 UDP Success
"2025-10-04 13:44:13.328456" 231 WARN 74.59 US 244 Yes ServiceA 3946 Active 113.7 1 Low 352 TCP Failure
"2025-10-04 13:45:13.328456" 993 ERROR 66.66 EU 178 Yes ServiceB 3513 Active 344.7 0 High 810 UDP Success
"2025-10-04 13:46:13.328456" 522 WARN 39.25 EU 780 No ServiceC 1458 Active 283.9 0 High 346 UDP Success
"2025-10-04 13:47:13.328456" 546 WARN 47.32 APAC 466 No ServiceA 4331 Inactive 270.8 1 Low 347 UDP Success
"2025-10-04 13:48:13.328456" 635 INFO 39.06 US 200 No ServiceB 2799 Inactive 279.0 1 High 457 UDP Success
"2025-10-04 13:49:13.328456" 691 ERROR 88.62 EU 278 Yes ServiceB 1865 Inactive 242.5 0 Medium 826 TCP Success
"2025-10-04 13:50:13.328456" 651 WARN 86.17 US 455 Yes ServiceC 4045 Active 333.1 0 High 352 UDP Success
"2025-10-04 13:51:13.328456" 809 WARN 9.86 US 722 Yes ServiceB 1639 Active 258.4 1 Medium 497 TCP Success
"2025-10-04 13:52:13.328456" 960 ERROR 34.66 APAC 602 No ServiceC 4737 Active 491.3 1 Medium 357 TCP Success
"2025-10-04 13:53:13.328456" 804 ERROR 99.76 US 946 No ServiceC 1814 Active 471.3 1 Low 561 UDP Failure
"2025-10-04 13:54:13.328456" 795 WARN 77.65 APAC 850 Yes ServiceA 3888 Active 170.9 0 High 377 UDP Failure
"2025-10-04 13:55:13.328456" 850 WARN 94.05 US 299 Yes ServiceB 2913 Inactive 378.7 1 High 288 TCP Success
"2025-10-04 13:56:13.328456" 633 ERROR 99.86 US 819 No ServiceB 2705 Inactive 374.1 0 Medium 465 UDP Failure
"2025-10-04 13:57:13.328456" 206 WARN 37.82 EU 825 No ServiceB 2015 Inactive 262.2 0 High 525 UDP Success
"2025-10-04 13:58:13.328456" 139 INFO 55.25 US 189 Yes ServiceC 2527 Active 301.6 0 Medium 496 TCP Failure
"2025-10-04 13:59:13.328456" 262 ERROR 43.31 EU 65 Yes ServiceC 1846 Inactive 168.7 0 Low 400 UDP Success
"2025-10-04 14:00:13.328456" 556 INFO 39.79 APAC 37 Yes ServiceC 4263 Active 420.6 1 Medium 824 TCP Failure
"2025-10-04 14:01:13.328456" 283 INFO 18.48 APAC 735 Yes ServiceC 4516 Inactive 198.4 0 Medium 378 TCP Success
"2025-10-04 14:02:13.328456" 828 INFO 89.5 APAC 136 Yes ServiceB 2099 Active 171.1 0 High 217 TCP Success
"2025-10-04 14:03:13.328456" 805 WARN 6.65 APAC 589 No ServiceB 3440 Active 460.4 0 High 307 TCP Failure
"2025-10-04 14:04:13.328456" 688 INFO 64.51 EU 570 No ServiceB 2291 Active 142.2 0 Medium 881 TCP Failure
"2025-10-04 14:05:13.328456" 907 ERROR 68.65 APAC 297 No ServiceC 4933 Inactive 363.3 1 High 589 TCP Failure
"2025-10-04 14:06:13.328456" 450 WARN 60.95 US 304 No ServiceB 1855 Active 289.4 0 Low 830 TCP Failure
"2025-10-04 14:07:13.328456" 966 WARN 20.81 EU 31 No ServiceA 4656 Active 329.9 1 Medium 528 UDP Failure
"2025-10-04 14:08:13.328456" 911 INFO 31.7 EU 196 Yes ServiceA 2402 Inactive 497.0 0 High 595 UDP Success
"2025-10-04 14:09:13.328456" 232 WARN 38.07 US 244 No ServiceA 4197 Active 238.5 0 High 791 UDP Failure
"2025-10-04 14:10:13.328456" 605 ERROR 67.07 APAC 256 Yes ServiceC 3838 Active 49.5 0 Low 666 TCP Failure
"2025-10-04 14:11:13.328456" 860 ERROR 26.52 APAC 896 No ServiceB 2986 Inactive 195.8 0 High 459 TCP Failure
"2025-10-04 14:12:13.328456" 967 WARN 1.96 APAC 289 No ServiceC 2660 Inactive 16.6 1 High 511 TCP Failure
"2025-10-04 14:13:13.328456" 742 WARN 23.17 US 520 No ServiceC 4620 Active 413.1 1 Medium 417 UDP Failure
"2025-10-04 14:14:13.328456" 112 WARN 37.8 APAC 935 Yes ServiceC 1180 Inactive 157.2 0 High 631 UDP Success
"2025-10-04 14:15:13.328456" 142 WARN 98.54 US 283 Yes ServiceB 2824 Inactive 53.0 0 Medium 436 UDP Failure
"2025-10-04 14:16:13.328456" 939 INFO 48.58 EU 867 Yes ServiceB 1542 Active 418.2 1 Low 210 UDP Success
"2025-10-04 14:17:13.328456" 394 ERROR 54.5 APAC 367 Yes ServiceB 3053 Inactive 395.8 1 High 317 UDP Failure
"2025-10-04 14:18:13.328456" 948 ERROR 49.59 APAC 557 No ServiceC 3385 Inactive 431.4 0 Medium 592 UDP Failure
"2025-10-04 14:19:13.328456" 864 INFO 46.24 US 334 Yes ServiceB 4618 Inactive 28.1 0 High 368 TCP Success
"2025-10-04 14:20:13.328456" 233 INFO 41.63 US 28 Yes ServiceC 2138 Inactive 423.2 0 High 231 UDP Failure
"2025-10-04 14:21:13.328456" 161 WARN 70.26 US 546 No ServiceC 2458 Active 290.3 1 Medium 423 TCP Success
"2025-10-04 14:22:13.328456" 836 WARN 69.5 US 50 Yes ServiceC 1696 Inactive 75.5 0 High 389 UDP Success
"2025-10-04 14:23:13.328456" 996 INFO 24.53 EU 937 No ServiceC 1227 Active 278.2 1 High 414 UDP Failure
"2025-10-04 14:24:13.328456" 551 ERROR 11.95 APAC 282 Yes ServiceB 3148 Active 338.3 1 Medium 785 UDP Failure
"2025-10-04 14:25:13.328456" 963 WARN 69.22 EU 483 Yes ServiceB 4707 Active 124.3 1 Medium 833 UDP Success
"2025-10-04 14:26:13.328456" 881 ERROR 76.4 EU 359 Yes ServiceB 1513 Active 161.0 0 Medium 347 TCP Success
"2025-10-04 14:27:13.328456" 991 WARN 53.82 EU 535 No ServiceA 2551 Inactive 250.4 0 Low 400 TCP Success
"2025-10-04 14:28:13.328456" 699 ERROR 17.52 APAC 929 Yes ServiceB 1717 Inactive 335.2 0 Medium 872 UDP Success
"2025-10-04 14:29:13.328456" 576 INFO 16.87 EU 986 Yes ServiceB 3166 Active 298.0 0 Low 259 UDP Failure
"2025-10-04 14:30:13.328456" 861 ERROR 59.82 EU 52 Yes ServiceA 2500 Active 345.7 1 Low 486 TCP Failure
"2025-10-04 14:31:13.328456" 897 INFO 40.36 APAC 150 Yes ServiceB 3176 Inactive 79.5 1 High 777 UDP Success
"2025-10-04 14:32:13.328456" 464 WARN 54.28 APAC 343 No ServiceA 4170 Active 498.4 0 Low 798 UDP Success
"2025-10-04 14:33:13.328456" 503 ERROR 38.74 APAC 441 No ServiceA 4801 Inactive 340.2 0 Medium 773 UDP Failure
"2025-10-04 14:34:13.328456" 685 ERROR 26.15 APAC 180 No ServiceB 2872 Inactive 366.0 1 High 644 TCP Failure
"2025-10-04 14:35:13.328456" 611 WARN 71.48 APAC 376 Yes ServiceC 1546 Active 499.8 0 Medium 896 TCP Success
"2025-10-04 14:36:13.328456" 459 ERROR 27.36 EU 171 Yes ServiceC 1236 Active 272.3 1 Low 877 UDP Failure
"2025-10-04 14:37:13.328456" 362 INFO 43.6 EU 738 Yes ServiceB 2729 Inactive 232.8 0 Medium 220 TCP Success
"2025-10-04 14:38:13.328456" 866 WARN 70.53 US 928 Yes ServiceC 2291 Active 284.1 1 Low 589 UDP Failure
"2025-10-04 14:39:13.328456" 644 INFO 78.06 APAC 120 Yes ServiceA 4709 Active 450.4 1 Low 711 TCP Failure
"2025-10-04 14:40:13.328456" 896 INFO 20.35 APAC 991 No ServiceC 2266 Inactive 252.1 0 High 258 UDP Success
"2025-10-04 14:41:13.328456" 924 ERROR 79.71 APAC 509 No ServiceC 4468 Active 127.6 0 High 651 UDP Failure
"2025-10-04 14:42:13.328456" 201 WARN 67.03 EU 272 Yes ServiceB 1386 Active 338.7 1 High 429 UDP Failure
"2025-10-04 14:43:13.328456" 194 INFO 62.91 APAC 104 No ServiceC 4386 Active 125.9 0 Medium 634 TCP Success
"2025-10-04 14:44:13.328456" 887 WARN 77.01 US 135 No ServiceA 1847 Inactive 113.2 1 Low 550 TCP Success
"2025-10-04 14:45:13.328456" 540 WARN 66.54 US 697 Yes ServiceB 4884 Inactive 164.2 0 High 850 TCP Failure
"2025-10-04 14:46:13.328456" 836 INFO 9.26 APAC 234 Yes ServiceB 4697 Active 181.4 0 Medium 571 UDP Failure
"2025-10-04 14:47:13.328456" 200 INFO 22.64 APAC 553 No ServiceB 3477 Inactive 43.2 0 Medium 618 TCP Success
"2025-10-04 14:48:13.328456" 427 ERROR 8.4 US 262 No ServiceA 1568 Active 97.5 1 Medium 414 TCP Success
"2025-10-04 14:49:13.328456" 231 WARN 3.08 APAC 893 No ServiceC 2503 Active 484.9 1 Medium 748 TCP Failure
"2025-10-04 14:50:13.328456" 519 INFO 11.89 APAC 545 No ServiceA 4300 Active 69.2 1 Medium 468 TCP Failure
"2025-10-04 14:51:13.328456" 422 INFO 38.66 APAC 306 Yes ServiceB 1151 Inactive 165.5 1 Low 870 TCP Failure
"2025-10-04 14:52:13.328456" 108 ERROR 30.52 APAC 623 Yes ServiceA 1520 Inactive 219.6 1 High 656 UDP Failure
"2025-10-04 14:53:13.328456" 645 WARN 34.0 US 692 No ServiceB 1400 Active 106.0 1 Medium 581 TCP Success
"2025-10-04 14:54:13.328456" 332 INFO 23.6 US 375 No ServiceA 2702 Active 286.1 1 High 457 UDP Success
"2025-10-04 14:55:13.328456" 893 ERROR 0.11 APAC 699 Yes ServiceA 3062 Active 327.6 1 High 516 UDP Success
"2025-10-04 14:56:13.328456" 348 INFO 5.53 EU 242 No ServiceC 1748 Inactive 435.4 0 High 575 UDP Success
"2025-10-04 14:57:13.328456" 784 INFO 72.74 EU 719 No ServiceC 4587 Inactive 175.3 0 Low 757 TCP Failure
"2025-10-04 14:58:13.328456" 961 INFO 5.4 EU 836 Yes ServiceA 2596 Active 102.9 1 High 486 UDP Success
"2025-10-04 14:59:13.328456" 650 ERROR 11.67 US 331 No ServiceA 4131 Inactive 408.6 0 Medium 245 TCP Success
"2025-10-04 15:00:13.328456" 460 WARN 20.65 US 683 Yes ServiceB 3373 Inactive 496.8 1 Low 278 TCP Failure
"2025-10-04 15:01:13.328456" 992 ERROR 58.47 US 943 Yes ServiceC 4159 Active 462.7 1 High 801 TCP Success
"2025-10-04 15:02:13.328456" 640 INFO 78.93 US 873 No ServiceC 4470 Inactive 79.6 0 High 301 TCP Success
"2025-10-04 15:03:13.328456" 743 WARN 66.13 APAC 647 Yes ServiceB 1212 Active 317.4 1 Low 236 TCP Success
"2025-10-04 15:04:13.328456" 994 INFO 17.66 EU 281 No ServiceA 1017 Active 300.8 1 Low 773 TCP Success
"2025-10-04 15:05:13.328456" 241 INFO 71.74 EU 191 Yes ServiceA 4755 Active 419.0 1 Medium 673 UDP Failure
"2025-10-04 15:06:13.328456" 553 WARN 34.77 EU 956 No ServiceC 3335 Inactive 38.5 1 Medium 437 TCP Success
"2025-10-04 15:07:13.328456" 913 INFO 6.68 EU 374 No ServiceB 3880 Active 483.1 1 Medium 882 UDP Success
"2025-10-04 15:08:13.328456" 817 WARN 62.18 EU 589 Yes ServiceC 3091 Active 263.2 0 Medium 433 UDP Failure
